1.148640289902687073e-01,1.044056773185729980e+00,-6.548453569412231445e-01
3.208847343921661377e-01,1.428036451339721680e+00,-2.647030651569366455e-01
5.381426811218261719e-01,1.758599996566772461e+00,2.504213452339172363e-01
1.324712634086608887e-01,9.200254082679748535e-01,-6.179065108299255371e-01
1.731459349393844604e-01,-6.035561859607696533e-02,2.937323451042175293e-01
3.683946430683135986e-01,-1.165134310722351074e-01,2.658803164958953857e-01
-1.470186114311218262e+00,1.502204537391662598e+00,2.329988032579421997e-01
-9.653076529502868652e-02,1.374786049127578735e-01,3.864125609397888184e-01
9.463546872138977051e-01,1.311642050743103027e+00,5.125058293342590332e-01
-1.369945704936981201e-01,-1.077079847455024719e-01,-2.940666861832141876e-02
-8.391776084899902344e-01,-6.995213031768798828e-01,-2.255562692880630493e-01
-1.899690553545951843e-02,-8.817952871322631836e-02,-3.460926562547683716e-02
-2.940405309200286865e-01,2.499992698431015015e-01,-8.382794857025146484e-01
-1.291761547327041626e-01,9.764076024293899536e-02,-6.670102477073669434e-01
2.530342340469360352e-01,-2.175246477127075195e-01,-3.212852776050567627e-01
-5.732999444007873535e-01,4.117040634155273438e-01,-9.581648707389831543e-01
2.482618242502212524e-01,3.839127346873283386e-02,-3.262950340285897255e-03
-9.510736912488937378e-02,-1.613261760212481022e-03,8.843232691287994385e-02
7.367777228355407715e-01,-4.705973714590072632e-02,3.935327231884002686e-01
8.288995623588562012e-01,-4.045734927058219910e-02,3.820421695709228516e-01
2.272495776414871216e-01,2.566278576850891113e-01,3.493168652057647705e-01
-4.440619349479675293e-01,7.689646482467651367e-01,1.274026185274124146e-01
-3.050571978092193604e-01,7.287729978561401367e-01,2.249553650617599487e-01
1.756849586963653564e-01,3.161485493183135986e-01,3.506188988685607910e-01
2.903199791908264160e-01,-1.814654171466827393e-01,-7.781572639942169189e-02
3.192568719387054443e-01,-3.026033341884613037e-01,-6.913897991180419922e-01
-1.078543514013290405e-01,1.364083290100097656e-01,1.369467675685882568e-01
6.677871197462081909e-02,-1.091642305254936218e-01,-5.503471493721008301e-01
4.171607494354248047e-01,-1.296048760414123535e-01,-1.288754283450543880e-03
1.159690544009208679e-01,-6.566716432571411133e-01,-9.450404644012451172e-01
4.718641340732574463e-01,5.726341530680656433e-02,3.228844404220581055e-01
4.473067522048950195e-01,-3.494972586631774902e-01,-3.879977464675903320e-01
